id,title,link,srt_filename
00GKzGyWFEs,Welcome to the Hugging Face course,https://www.youtube.com/watch?v=00GKzGyWFEs&list=PLo2EIpI_JMQvWfQndUesu0nPBAtZ9gP1o&index=1,subtitles/zh-CN/00_welcome-to-the-hugging-face-course.srt
